id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0105,not a claim (signposting),medium,1.1,"""Reserves"" in this article means exactly one thing: the economically extractable portion as classified by the publishing agency, at the vintage of the report, in the report's own units.",1.1,The two-pool architecture of this article exists to detect exactly this yield-inflation sense.,aligned passage,0.213,0.312,1.0,,"the sentence reports what the document does, not what the world does",
D0106,supported (reworded),medium,1.1,This is the USGS/industry definition and not any other.,2.1,Two readings follow from the definition.,elsewhere in the deposit,0.291,0.413,1.0,,,
D0107,excluded: shared verbatim,n/a,1.1,The critique has been made forcefully for phosphate.,,,identical text,1.0,1.0,,,,
D0108,supported (reworded),high,1.1,"Illakwahhi, Vegi and Srivastava (2024) show that influential ""depletion within a century"" estimates rest on single-source US Geological Survey data of questionable credibility, ignore recovery and recycling, and that timeframes estimated from inadequate reserve data ""are somewhat misleading"".",1.1,"Illakwahhi, Vegi, and Srivastava (2024) show that the influential ""depletion within a century"" estimates rest on single-source U.S. Geological Survey (USGS) data whose credibility is questionable, ignore recovery and recycling, and that timeframes estimated from inadequate reserve data ""are somewhat misleading."" The same point is standard in mineral economics, where the distinction between reserves and resources has been central at least since Tilton (2003).",aligned passage,0.625,0.392,1.0,,"attribution moved: Lagos & Tilton, 2007 are cited elsewhere in the deposit ; polarity phrased differently (passage no negator, draft ['not'])",
D0109,supported (reworded),medium,1.1,"The same point is standard in mineral economics, where the reserves-versus-resources distinction has been central at least since Tilton (2003).",1.1,"Illakwahhi, Vegi, and Srivastava (2024) show that the influential ""depletion within a century"" estimates rest on single-source U.S. Geological Survey (USGS) data whose credibility is questionable, ignore recovery and recycling, and that timeframes estimated from inadequate reserve data ""are somewhat misleading."" The same point is standard in mineral economics, where the distinction between reserves and resources has been central at least since Tilton (2003).",aligned passage,0.268,0.155,1.0,,,
D0110,supported (near-verbatim),high,1.1,"The United States' phosphate reserves have stayed near 1,000,000 kt for decades, while cumulative production since 1996 is of the order of 600,000 kt.",1.1,The United States' phosphate reserves have remained near kt for decades while cumulative production since 1996 is of order kt.,aligned passage,0.826,0.888,1.0,,"attribution moved: Lagos & Tilton, 2007 are cited elsewhere in the deposit ; polarity phrased differently (passage no negator, draft ['not'])",
D0111,supported (near-verbatim),high,1.1,"The classification refills itself, and any ratio built on it inherits that behaviour.",1.1,"The classification replenishes itself, and a ratio built on it inherits that behaviour.",aligned passage,0.811,0.929,1.0,,"attribution moved: Tilton, 2003, Srivastava & Vegi, 2024 are cited elsewhere in the deposit ; polarity phrased differently (passage no negator, draft ['not'])",
D0112,supported (near-verbatim),high,1.1,"For copper, Tilton and Lagos (2007) document reserves growing through a century of rising production.",1.1,"For copper, Tilton and Lagos (2007) document reserves growing through a century of rising production — the same replenishment under the same classification.",aligned passage,0.76,0.782,1.0,,"attribution moved: Tilton, 2003, Srivastava & Vegi, 2024 are cited elsewhere in the deposit ; polarity phrased differently (passage no negator, draft ['not'])",
D0113,supported (near-verbatim),high,1.1,"**The same conflation runs through accounting itself.** Material flow analysis supplies the bookkeeping of a society's material throughput (Brunner and Rechberger, 2004; Eurostat, 2001; Fischer-Kowalski et al., 2011).",1.1,"Material flow analysis supplies the bookkeeping of society's material throughput (Brunner and Rechberger, 2004; Eurostat, 2001; Fischer-Kowalski et al., 2011).",elsewhere in the deposit,0.781,0.848,0.0,,"polarity phrased differently (passage no negator, draft ['not'])",
D0114,supported (near-verbatim),high,1.1,"Its wiring is shared with reaction-network theory, where the signs in the stoichiometric matrix are themselves a conservation object (Feinberg, 2019).",1.1,"Its incidence structure is shared with reaction-network theory, where the sign pattern of the stoichiometric matrix is a conservation object (Feinberg, 2019).",elsewhere in the deposit,0.765,0.845,0.0,,"polarity phrased differently (passage no negator, draft ['not'])",
D0115,supported (reworded),medium,1.1,But four things look alike and are not the same thing:,1.1,Same dimension does not imply same quantity.,elsewhere in the deposit,0.279,0.417,0.0,,,
D0116,needs check: attribution,medium,,1. **bookkeeping balance** — the accounts add up; 2. **stoichiometric conservation** — the declared materials are conserved by construction; 3. **thermodynamic admissibility** — the flows are physically possible; 4. **sustainability safety** — the declared limits hold.,1.1,"But bookkeeping balance, stoichiometric conservation, thermodynamic admissibility, and sustainability safety are four different predicates, and the literature routinely slides between them.",elsewhere in the deposit,0.426,0.522,0.0,"needs check: attribution: the sentence this one restates cites Feinberg, 2019; the draft dropped the source",,
D0117,excluded: shared verbatim,n/a,1.1,A mass-balanced ledger can be chemically impossible.,,,identical text,1.0,1.0,,,,
D0118,supported (near-verbatim),high,1.1,A chemically consistent ledger can break every declared barrier.,1.1,A chemically consistent ledger can violate every declared barrier.,aligned passage,0.845,0.922,1.0,,,
D0119,supported (near-verbatim),high,1.1,A ledger that satisfies all declared barriers can fail conservation.,1.1,A ledger satisfying all declared barriers can fail conservation.,aligned passage,0.845,0.923,1.0,,,
D0120,not a claim (signposting),high,1.1,"Separating these layers, and proving what each one buys, is this article's first task (Section 3).",1.1,"Separating these layers and proving their relationships, so that each claim about a material system carries the predicate it actually establishes, is this article's first task (Section 3).",aligned passage,0.543,0.642,1.0,,"the sentence reports what the document does, not what the world does",
D0121,supported (reworded),medium,1.1,"""Each claim carries the predicate it actually establishes"" is the exact discipline that sentence names.",1.1,"Separating these layers and proving their relationships, so that each claim about a material system carries the predicate it actually establishes, is this article's first task (Section 3).",aligned passage,0.409,0.511,1.0,,,
D0122,supported (near-verbatim),high,1.2,"**Task two is non-compensation.** Ecological economics has a thesis called weak comparability: the values that matter in environmental decisions may not be commensurable in one metric (Martinez-Alier, Munda and O'Neill, 1998).",1.1,"The weak-comparability thesis of ecological economics holds that values relevant to environmental decisions may not be commensurable in a single metric (Martinez-Alier, Munda, and O'Neill, 1998).",aligned passage,0.64,0.754,0.577,,,
D0123,needs check: scope,high,1.2,"In material accounting the thesis has a precise algebraic form, stated in Section 10.1: **no non-negative weighting of component balances can certify that every component clears its floor.** A positive weighted sum never proves that the individual parts are non-negative.",1.1,"At the level of material accounting this thesis has a precise algebraic form, which Section 10.1 states: no nonnegative weighting of component balances certifies that every component satisfies its floor.",aligned passage,0.645,0.702,0.577,needs check: scope: the sentence this one restates is conditioned by ['at the level of']; the draft states it unconditionally,,
